-,-,-,-,-,-,-
,1410,18349,9257,0.0989,1.3373,8,2.8E-4
,2139,27682,13866,0.20345,2.5938,22,5.3E-4
,2841,36918,18439,0.20345,2.5938,22,5.3E-4
,3525,46113,23049,0.30395,3.90815,12,0.00503
,4227,55337,27664,0.40475,5.2978,5,5.3E-4
,4924,64672,32294,0.40475,5.2978,5,5.3E-4
,5578,74053,36874,0.50035,6.6123,32,0.00153
,6305,83242,41472,0.6021,7.9754,3,8.3E-4
,6997,92519,46053,0.6021,7.9754,3,8.3E-4
,7713,101867,50667,0.7051,9.3055,20,3.8E-4
,8423,111248,55250,0.80535,10.5895,1,0.00378
,9127,120364,59825,0.904,11.90035,6,8.8E-4
,9764,129710,64376,0.904,11.90035,6,8.8E-4
,10516,138900,68978,1.0053,13.2859,2,1.8E-4
,11229,148299,73595,1.1039,14.5782,4,1.8E-4
,11937,157798,78215,1.1039,14.5782,4,1.8E-4
,12649,167080,82851,1.20465,15.87945,3,0.00183
,13367,176439,87463,1.30835,17.1464,16,1.3E-4
,14088,185752,92118,1.40995,18.45355,3,0.00328
,14838,195007,96793,1.40995,18.45355,3,0.00328
,15553,204472,101416,1.51635,19.72105,1,5.3E-4
,16303,213867,106065,1.62135,20.9876,5,0.00333
,16983,223165,110643,1.62135,20.9876,5,0.00333
,17728,232560,115245,1.72555,22.296,11,8.0E-5
,18500,241764,119876,1.8267,23.5467,1,1.3E-4
,19196,251027,124470,1.92815,24.8052,5,1.3E-4
,19894,260315,129055,1.92815,24.8052,5,1.3E-4
,20623,269454,133682,2.02465,26.1189,1,0.00223
,21297,278827,138292,2.12385,27.4185,2,1.8E-4
,22035,288058,142922,2.2236,28.73665,4,8.3E-4
,22811,297370,147535,2.2236,28.73665,4,8.3E-4
,23540,306607,152140,2.32285,29.96705,6,0.00383
,24243,315896,156784,2.4266,31.2233,5,1.3E-4
,24973,325258,161372,2.4266,31.2233,5,1.3E-4
,25670,334518,165946,2.52525,32.51965,1,0.00198
,26358,343915,170481,2.62045,33.8317,5,0.00108
,27058,353291,175125,2.71685,35.1969,1,8.8E-4
,27787,362609,179687,2.71685,35.1969,1,8.8E-4
,28483,371917,184270,2.81735,36.47235,10,0.00123
,29223,381025,188900,2.91765,37.76415,1,1.3E-4
,29944,390286,193479,2.91765,37.76415,1,1.3E-4
,30645,399526,198086,3.01815,39.064,20,0.00153
,31317,408721,202630,3.1235,40.4098,19,0.00193
,32059,417955,207328,3.2197,41.7017,2,8.0E-5
,32760,427245,211936,3.2197,41.7017,2,8.0E-5
,33455,436447,216556,3.324,43.02635,6,1.3E-4
,34213,445758,221153,3.42765,44.2828,11,0.00138
,34930,455058,225781,3.42765,44.2828,11,0.00138
,35648,464553,230374,3.5204,45.5816,3,2.8E-4
,36341,473886,234976,3.6201,46.8694,1,1.3E-4
,37031,483115,239631,3.72225,48.21145,16,0.00223
,37728,492364,244176,3.72225,48.21145,16,0.00223
,38449,501600,248813,3.82525,49.5408,2,0.00108
,39200,510953,253422,3.92555,50.787,2,0.00278
,39884,520248,258005,3.92555,50.787,2,0.00278
,40648,529444,262684,4.0251,52.11135,2,2.3E-4
,41406,538764,267265,4.1263,53.33515,0,0.00128
,42113,547985,271880,4.22875,54.62395,1,0.00283
,42825,557353,276489,4.22875,54.62395,1,0.00283
-,-,-,-,-,-,-
,1437,18508,9152,0.09745,1.25375,1,3.3E-4
,2122,27785,13754,0.1922,2.65,14,0.00103
,2819,37026,18278,0.1922,2.65,14,0.00103
,3541,46348,22863,0.2915,3.9636,1,0.00208
,4221,55606,27416,0.3891,5.31265,21,0.00103
,4942,65004,32042,0.3891,5.31265,21,0.00103
,5682,74313,36715,0.4935,6.6089,4,0.00378
,6390,83493,41313,0.5947,7.8904,1,1.8E-4
,7112,92843,45950,0.69295,9.14405,1,1.8E-4
,7818,102284,50573,0.69295,9.14405,1,1.8E-4
,8565,111738,55209,0.79595,10.44195,1,8.0E-5
,9300,121105,59821,0.8971,11.6971,6,1.3E-4
,10063,130267,64435,0.9965,12.92345,2,1.3E-4
,10715,139639,69019,0.9965,12.92345,2,1.3E-4
,11417,148954,73621,1.09765,14.3213,7,0.01003
,12149,158229,78253,1.1916,15.613,4,0.00203
,12912,167538,82870,1.1916,15.613,4,0.00203
,13611,176854,87452,1.2907,16.8183,5,1.8E-4
,14299,186134,92050,1.3933,18.2023,2,8.3E-4
,15029,195509,96637,1.4952,19.47195,8,0.00188
,15748,204715,101196,1.4952,19.47195,8,0.00188
,16439,213960,105835,1.5998,20.7739,13,1.8E-4
,17142,223122,110379,1.70355,22.0936,3,0.00108
,17820,232544,115003,1.70355,22.0936,3,0.00108
,18543,241850,119633,1.8036,23.44725,2,8.0E-5
,19284,251013,124273,1.9073,24.67935,8,0.00233
,19960,260291,128882,1.9073,24.67935,8,0.00233
,20694,269649,133484,2.00575,26.0416,4,0.00133
,21381,278869,138096,2.10415,27.3594,6,1.3E-4
,22054,288351,142642,2.20245,28.7305,14,0.00623
,22767,297610,147203,2.20245,28.7305,14,0.00623
,23471,306868,151846,2.30345,30.0461,2,5.3E-4
,24206,316122,156496,2.40875,31.31035,2,0.00123
,24945,325436,161156,2.40875,31.31035,2,0.00123
,25684,334651,165768,2.5061,32.5688,8,2.3E-4
,26373,344011,170316,2.61125,33.8577,19,5.8E-4
,27128,353224,174929,2.7106,35.13525,1,2.3E-4
,27836,362745,179499,2.7106,35.13525,1,2.3E-4
,28638,371853,184121,2.8069,36.414,3,0.00258
,29293,381074,188667,2.9099,37.63175,3,0.00328
,29992,390246,193219,2.9099,37.63175,3,0.00328
,30710,399440,197850,3.0107,39.00495,10,8.8E-4
,31407,408770,202420,3.11065,40.312,5,0.00313
,32115,418044,207006,3.2113,41.65895,12,0.00203
,32782,427388,211554,3.2113,41.65895,12,0.00203
,33530,436800,216212,3.31605,42.9858,8,0.00148
,34276,445971,220826,3.4133,44.201,8,2.3E-4
,35007,455431,225442,3.51365,45.47475,2,0.00403
,35692,464681,230066,3.51365,45.47475,2,0.00403
,36386,473867,234681,3.6141,46.872,38,0.00298
,37086,483151,239286,3.718,48.1407,5,0.00503
,37876,492536,243942,3.718,48.1407,5,0.00503
,38636,501731,248573,3.81475,49.3493,4,3.8E-4
,39367,511229,253134,3.91735,50.54835,6,0.00178
,40060,520598,257790,4.0174,51.8908,8,0.00198
,40772,529847,262371,4.0174,51.8908,8,0.00198
,41427,539230,266960,4.1104,53.21245,8,0.00418
,42123,548487,271559,4.21155,54.6184,5,7.8E-4
,42797,557974,276165,4.21155,54.6184,5,7.8E-4
-,-,-,-,-,-,-
,1414,18635,9217,0.10325,1.34475,9,1.8E-4
,2116,27929,13812,0.19965,2.59505,4,1.3E-4
,2852,37094,18403,0.19965,2.59505,4,1.3E-4
,3556,46377,23049,0.2955,3.9065,2,1.3E-4
,4315,55578,27767,0.39005,5.1828,4,5.3E-4
,5025,64905,32360,0.4894,6.48185,5,5.8E-4
,5757,73937,37044,0.4894,6.48185,5,5.8E-4
,6496,83335,41634,0.59275,7.69385,15,6.8E-4
,7236,92559,46259,0.68905,9.0292,7,1.8E-4
,7976,101747,50881,0.68905,9.0292,7,1.8E-4
,8622,111041,55476,0.78635,10.26395,1,9.8E-4
,9352,120330,60064,0.8914,11.63415,5,0.00663
,10059,129463,64664,0.9956,12.9134,4,7.8E-4
,10761,138916,69288,0.9956,12.9134,4,7.8E-4
,11513,148216,73980,1.09165,14.2497,5,8.8E-4
,12182,157598,78601,1.1902,15.5315,1,2.8E-4
,12870,166832,83186,1.1902,15.5315,1,2.8E-4
,13533,176173,87826,1.2872,16.91355,7,1.8E-4
,14199,185349,92448,1.38535,18.31495,3,1.3E-4
,14884,194564,97032,1.38535,18.31495,3,1.3E-4
,15580,203867,101671,1.4844,19.67805,10,0.00263
,16297,213326,106268,1.58245,20.98005,2,8.3E-4
,17058,222589,110868,1.68455,22.2318,14,0.00188
,17823,231782,115502,1.68455,22.2318,14,0.00188
,18501,241108,120040,1.78735,23.5155,19,1.8E-4
,19241,250380,124666,1.8963,24.8053,2,0.00248
,19947,259567,129301,1.8963,24.8053,2,0.00248
,20677,268817,133887,1.99555,26.09275,8,0.00188
,21354,278179,138461,2.09285,27.4039,3,0.00208
,22090,287529,143096,2.1929,28.6954,1,0.00338
,22791,296890,147669,2.1929,28.6954,1,0.00338
,23498,306023,152205,2.29295,29.9427,17,1.3E-4
,24192,315386,156785,2.3968,31.3123,7,0.00143
,24921,324789,161401,2.3968,31.3123,7,0.00143
,25621,334182,165948,2.49915,32.60065,3,0.00193
,26415,343431,170629,2.5955,33.90225,8,0.00203
,27100,352658,175248,2.6971,35.14785,3,0.00548
,27797,361931,179793,2.6971,35.14785,3,0.00548
,28495,371173,184358,2.7973,36.4998,8,5.8E-4
,29198,380404,188967,2.8959,37.81565,3,0.00263
,29883,389553,193590,2.8959,37.81565,3,0.00263
,30553,398747,198164,2.99595,39.20575,2,0.00308
,31283,408040,202807,3.0952,40.54155,1,8.0E-5
,31998,417389,207413,3.0952,40.54155,1,8.0E-5
,32739,426597,212037,3.1938,41.8068,1,5.3E-4
,33479,435938,216653,3.29675,43.047,1,1.3E-4
,34199,445339,221243,3.40275,44.2842,10,1.3E-4
,34983,454566,225908,3.40275,44.2842,10,1.3E-4
,35666,463815,230485,3.5016,45.51705,16,1.8E-4
,36384,472974,235100,3.60385,46.81125,0,1.3E-4
,37098,482387,239744,3.7013,48.1642,12,1.3E-4
,37770,491607,244352,3.7013,48.1642,12,1.3E-4
,38470,500886,248937,3.8111,49.5084,7,2.8E-4
,39182,510093,253544,3.9077,50.84785,24,8.8E-4
,39911,519476,258144,3.9077,50.84785,24,8.8E-4
,40623,528673,262772,4.00565,52.11485,6,0.00108
,41428,538035,267459,4.1062,53.39055,1,1.3E-4
,42188,547400,272156,4.20545,54.5443,19,4.3E-4
,42925,556475,276795,4.20545,54.5443,19,4.3E-4
-,-,-,-,-,-,-
,1396,18687,9144,0.0971,1.38425,11,2.8E-4
,2087,28016,13728,0.20425,2.6783,3,1.3E-4
,2766,37268,18279,0.20425,2.6783,3,1.3E-4
,3484,46713,22869,0.3029,4.05465,1,1.3E-4
,4216,55939,27567,0.40585,5.31975,12,2.3E-4
,4923,65289,32210,0.40585,5.31975,12,2.3E-4
,5658,74507,36825,0.5071,6.6153,1,0.00153
,6423,83751,41410,0.60295,7.8852,0,0.00238
,7119,93112,45962,0.695,9.11205,4,1.3E-4
,7826,102362,50564,0.695,9.11205,4,1.3E-4
,8491,111764,55186,0.79335,10.46575,5,1.8E-4
,9147,121144,59736,0.8939,11.8859,1,1.8E-4
,9862,130353,64281,0.8939,11.8859,1,1.8E-4
,10603,139685,68888,0.9909,13.19965,2,0.00398
,11262,149132,73484,1.08715,14.4936,5,6.3E-4
,11963,158516,78140,1.08715,14.4936,5,6.3E-4
,12614,167899,82764,1.18975,15.8629,8,0.00228
,13360,177137,87388,1.29195,17.2553,6,1.3E-4
,14061,186303,91953,1.3928,18.4992,8,5.8E-4
,14701,195696,96492,1.3928,18.4992,8,5.8E-4
,15407,205097,101101,1.4958,19.9017,8,0.00113
,16150,214231,105721,1.59395,21.20135,8,0.00108
,16914,223526,110343,1.59395,21.20135,8,0.00108
,17594,232840,114896,1.6957,22.4523,23,1.3E-4
,18303,242167,119405,1.793,23.74945,1,2.8E-4
,19031,251274,123964,1.88815,25.0517,6,0.00203
,19808,260571,128636,1.88815,25.0517,6,0.00203
,20539,269785,133269,1.9923,26.3065,1,0.00173
,21281,279212,137901,2.0914,27.51425,1,0.00118
,21997,288436,142473,2.0914,27.51425,1,0.00118
,22666,297757,147069,2.1892,28.8157,2,1.3E-4
,23376,307201,151699,2.28885,30.1811,1,0.00263
,24122,316423,156333,2.39405,31.42685,20,1.3E-4
,24875,325569,160952,2.39405,31.42685,20,1.3E-4
,25646,334868,165653,2.4972,32.64875,6,1.3E-4
,26331,344256,170226,2.5972,33.916,1,7.8E-4
,27019,353548,174770,2.69575,35.27145,19,5.8E-4
,27718,363007,179361,2.69575,35.27145,19,5.8E-4
,28430,372359,183928,2.7937,36.5713,14,0.00218
,29146,381652,188536,2.89315,37.9157,0,0.00333
,29881,390922,193142,2.89315,37.9157,0,0.00333
,30580,400133,197716,2.9897,39.16905,16,4.3E-4
,31269,409414,202353,3.08565,40.55015,5,0.00128
,31931,418852,206893,3.08565,40.55015,5,0.00128
,32662,428206,211544,3.18675,41.90655,1,0.00613
,33395,437403,216108,3.2891,43.1763,2,0.00108
,34128,446603,220676,3.3845,44.4748,4,8.8E-4
,34820,455888,225281,3.3845,44.4748,4,8.8E-4
,35541,465234,229879,3.4851,45.77475,2,0.00303
,36265,474616,234446,3.58645,47.0738,0,6.8E-4
,36939,484008,239038,3.58645,47.0738,0,6.8E-4
,37607,493232,243640,3.6939,48.39785,12,9.8E-4
,38311,502570,248202,3.7982,49.75325,10,1.8E-4
,38943,512037,252784,3.7982,49.75325,10,1.8E-4
,39634,521187,257377,3.89905,51.19045,3,1.3E-4
,40313,530473,262002,3.99665,52.52165,2,1.8E-4
,41013,539690,266577,4.0945,53.8868,2,5.8E-4
,41682,548939,271154,4.0945,53.8868,2,5.8E-4
,42348,558264,275781,4.19855,55.3321,15,0.00358
-,-,-,-,-,-,-
,1416,18529,9259,0.10115,1.2326,5,0.00498
,2176,27715,13899,0.2052,2.57675,3,1.8E-4
,2909,37034,18523,0.2052,2.57675,3,1.8E-4
,3624,46302,23125,0.30815,3.81265,6,0.00728
,4259,55622,27655,0.4065,5.1637,5,9.8E-4
,4968,64933,32287,0.4065,5.1637,5,9.8E-4
,5698,74312,36874,0.5048,6.5334,3,2.3E-4
,6344,83722,41422,0.60835,7.84265,0,6.3E-4
,7083,92858,46003,0.7122,9.19205,7,0.00238
,7764,102200,50584,0.7122,9.19205,7,0.00238
,8531,111446,55273,0.80705,10.5056,3,2.3E-4
,9260,120751,59907,0.9053,11.74395,5,5.8E-4
,10016,129991,64538,1.00565,12.9791,11,0.00153
,10723,139158,69107,1.00565,12.9791,11,0.00153
,11444,148375,73731,1.1001,14.3167,10,3.8E-4
,12147,157763,78304,1.1995,15.57935,7,1.8E-4
,12885,166972,82914,1.1995,15.57935,7,1.8E-4
,13617,176219,87521,1.29915,16.9049,3,0.00208
,14364,185333,92198,1.3994,18.1186,9,3.8E-4
,15069,194804,96847,1.50815,19.4229,1,0.00103
,15731,204074,101413,1.50815,19.4229,1,0.00103
,16423,213294,105967,1.60895,20.7785,13,1.8E-4
,17101,222717,110579,1.71325,22.13505,5,2.8E-4
,17784,231918,115224,1.71325,22.13505,5,2.8E-4
,18470,241232,119821,1.8145,23.44575,0,0.01003
,19145,250549,124412,1.9058,24.8857,2,6.8E-4
,19858,259876,129029,1.9058,24.8857,2,6.8E-4
,20504,269140,133577,2.0053,26.1942,1,2.8E-4
,21222,278409,138192,2.1045,27.57005,9,0.00488
,21903,287569,142775,2.1045,27.57005,9,0.00488
,22624,296963,147366,2.2056,28.9332,13,0.00443
,23303,306344,151926,2.30135,30.2532,4,0.00378
,23961,315784,156486,2.30135,30.2532,4,0.00378
,24584,325217,161020,2.3958,31.6886,40,0.00233
,25269,334554,165565,2.4995,33.0601,9,0.00133
,25977,343780,170208,2.4995,33.0601,9,0.00133
,26646,353118,174788,2.60125,34.43435,33,1.3E-4
,27367,362401,179407,2.70555,35.75585,1,1.3E-4
,28076,371486,184020,2.8075,37.09385,4,1.8E-4
,28859,380920,188653,2.8075,37.09385,4,1.8E-4
,29622,390207,193363,2.9081,38.29155,5,1.8E-4
,30346,399483,197966,3.01125,39.5027,9,0.00288
,31076,409011,202559,3.1134,40.7689,10,3.3E-4
,31763,418144,207153,3.1134,40.7689,10,3.3E-4
,32482,427374,211845,3.2118,42.1369,4,1.8E-4
,33139,436770,216443,3.31365,43.4685,14,1.3E-4
,33816,446138,221008,3.31365,43.4685,14,1.3E-4
,34470,455579,225529,3.4096,44.89365,3,0.00238
,35203,464947,230167,3.51685,46.1593,6,0.00303
,35884,474262,234744,3.51685,46.1593,6,0.00303
,36607,483524,239384,3.6165,47.53675,12,0.00218
,37322,492803,243991,3.71645,48.865,13,0.00168
,38048,502059,248583,3.8149,50.1027,2,2.3E-4
,38750,511117,253173,3.8149,50.1027,2,2.3E-4
,39479,520487,257803,3.91025,51.41665,1,7.3E-4
,40161,529973,262370,4.00495,52.75505,13,3.3E-4
,40804,539393,266957,4.00495,52.75505,13,3.3E-4
,41548,548561,271567,4.1017,54.1774,10,0.00153
,42232,557913,276183,4.2006,55.4799,2,0.00163
-,-,-,-,-,-,-
,1425,18516,9188,0.1019,1.24035,1,0.00178
,2138,27674,13828,0.2018,2.5987,8,3.8E-4
,2859,36866,18473,0.2018,2.5987,8,3.8E-4
,3554,46236,23083,0.3035,3.9124,23,5.8E-4
,4218,55634,27636,0.40275,5.2339,1,8.0E-5
,4914,65078,32255,0.40275,5.2339,1,8.0E-5
,5594,74128,36820,0.4976,6.59995,19,0.00133
,6306,83401,41388,0.59755,7.93735,1,1.3E-4
,7007,92632,45986,0.6996,9.2904,4,1.8E-4
,7715,101998,50593,0.6996,9.2904,4,1.8E-4
,8399,111378,55185,0.80445,10.62215,3,0.00203
,9120,120747,59758,0.91095,11.91715,4,2.8E-4
,9787,130010,64342,0.91095,11.91715,4,2.8E-4
,10468,139394,68961,1.0111,13.3328,3,2.8E-4
,11176,148667,73573,1.10925,14.6379,6,0.00128
,11901,157962,78178,1.10925,14.6379,6,0.00128
,12594,167155,82760,1.2066,15.9248,5,0.00238
,13315,176390,87351,1.3081,17.23785,1,0.00318
,14009,185629,91958,1.4041,18.57915,2,0.00943
,14765,194963,96579,1.4041,18.57915,2,0.00943
,15531,204260,101223,1.50155,19.8212,3,1.3E-4
,16208,213409,105798,1.5988,21.1057,1,0.00293
,16893,222759,110383,1.5988,21.1057,1,0.00293
,17580,232081,114979,1.7027,22.45265,5,8.3E-4
,18300,241344,119547,1.80345,23.76455,1,3.3E-4
,19010,250633,124159,1.9021,25.083,0,6.3E-4
,19671,259893,128743,1.9021,25.083,0,6.3E-4
,20383,269117,133321,2.0067,26.4392,1,2.8E-4
,21116,278363,137993,2.1093,27.74395,2,0.00108
,21822,287582,142623,2.1093,27.74395,2,0.00108
,22527,296873,147195,2.2115,29.044,3,1.8E-4
,23234,306121,151806,2.30765,30.33295,5,0.00128
,23986,315284,156441,2.30765,30.33295,5,0.00128
,24670,324468,161075,2.40615,31.61075,6,0.00338
,25401,333864,165700,2.51145,32.9381,1,4.3E-4
,26096,342913,170288,2.6122,34.24685,6,1.8E-4
,26771,352242,174908,2.6122,34.24685,6,1.8E-4
,27473,361712,179547,2.715,35.6428,1,0.00233
,28127,371036,184111,2.8165,36.99445,6,3.8E-4
,28762,380396,188638,2.8165,36.99445,6,3.8E-4
,29405,389727,193202,2.91865,38.40485,0,0.00568
,30136,399032,197813,3.018,39.77995,2,0.00138
,30838,408413,202437,3.018,39.77995,2,0.00138
,31539,417515,207073,3.1186,41.15375,1,0.00843
,32238,426802,211716,3.2165,42.4414,7,0.00618
,32874,436160,216282,3.2165,42.4414,7,0.00618
,33511,445557,220826,3.31545,43.88585,11,0.00343
,34177,454757,225383,3.41325,45.34755,60,0.00128
,34915,463987,230028,3.41325,45.34755,60,0.00128
,35640,473344,234596,3.51015,46.60535,9,3.3E-4
,36364,482678,239202,3.6113,47.8911,2,0.00228
,37066,491939,243780,3.71205,49.2021,2,8.8E-4
,37717,501100,248317,3.71205,49.2021,2,8.8E-4
,38475,510144,252953,3.82165,50.535,12,1.8E-4
,39228,519361,257564,3.9247,51.7846,10,0.00123
,39936,528508,262202,3.9247,51.7846,10,0.00123
,40617,537776,266805,4.0267,53.07155,31,0.00228
,41284,547080,271358,4.1247,54.46735,8,1.3E-4
,42012,556369,275958,4.2291,55.75165,5,0.00488
