,3602,6340,4011,0.29565,0.55735,0,1.8E-4
,6845,13095,8006,0.60525,1.14715,0,1.8E-4
,10170,19723,12012,1.00685,1.9324,2,1.3E-4
,13545,26355,15996,1.3063,2.4996,0,0.01918
,17068,32921,19988,1.7127,3.27625,1,1.8E-4
,20285,39587,23953,2.0073,3.90275,1,8.0E-5
,23560,46397,27899,2.3111,4.5159,1,1.3E-4
,26873,52959,31889,2.6102,5.12565,0,8.0E-5
,30272,59292,35887,3.01115,5.9181,0,1.3E-4
,34020,65810,39874,3.41695,6.57905,0,1.3E-4
,37817,72148,43875,3.71485,7.07005,1,8.0E-5
,41390,78400,47881,4.11465,7.7997,1,8.0E-5
,45431,84429,51828,4.5106,8.3789,1,8.0E-5
,49023,90722,55846,4.9063,9.08605,0,2.3E-4
,52732,96839,59876,5.2058,9.59575,1,8.0E-5
,56163,103394,63862,5.61355,10.3307,0,8.0E-5
,59748,109955,67919,5.91175,10.83915,2,8.0E-5
,63236,116503,71919,6.31495,11.60265,0,1.3E-4
,66789,122945,75993,6.6093,12.17495,1,1.3E-4
,70314,129499,79986,7.0044,12.873,0,8.0E-5
,73713,136156,84025,7.3022,13.50925,0,8.0E-5
,77068,142819,88004,7.70335,14.27025,0,1.3E-4
,80477,149366,92050,8.01525,14.83865,0,1.3E-4
,83897,155931,96039,8.32795,15.38815,1,8.0E-5
,87618,162125,100060,8.74165,16.1095,0,8.0E-5
,90966,168737,104042,9.04025,16.69735,1,8.0E-5
,94380,175452,108046,9.4362,17.42585,0,8.0E-5
,97720,182232,112041,9.7286,18.0663,0,8.0E-5
,101180,188600,116073,10.117,18.8286,0,1.8E-4
,104328,195577,120108,10.4142,19.45075,0,1.3E-4
,107651,202339,124103,10.7101,20.1128,1,8.0E-5
,111186,208719,128180,11.1036,20.85565,0,1.8E-4
,114618,215492,132177,11.41985,21.4275,2,1.8E-4
,118369,221777,136196,11.82545,22.072,0,1.8E-4
,122320,227857,140170,12.22185,22.7059,1,0.00103
,125652,234455,144232,12.5233,23.3085,0,2.3E-4
,128937,241047,148263,12.82315,23.9242,1,2.8E-4
,132523,247449,152230,13.21585,24.6534,0,8.0E-5
,135866,254099,156232,13.5236,25.21345,0,1.8E-4
,139243,260846,160253,13.92335,26.0221,1,8.0E-5
,142404,267766,164195,14.2337,26.646,1,1.3E-4
,145881,274255,168188,14.5428,27.20425,0,2.8E-4
,149700,280346,172180,14.9406,27.86945,0,1.8E-4
,153503,286526,176163,15.35535,28.5042,14,1.3E-4
,156851,293365,180188,15.6462,29.08895,0,8.0E-5
,160317,299885,184164,16.04495,29.8673,0,1.8E-4
,163724,306489,188158,16.33115,30.43405,0,8.0E-5
,166865,313354,192119,16.62935,31.0166,1,1.8E-4
,170268,319982,196083,17.02845,31.89735,1,8.0E-5
,173883,326383,200067,17.3267,32.44035,0,8.0E-5
,177492,332675,204086,17.72775,33.12275,1,1.8E-4
,181186,339062,208106,18.12785,33.81995,1,1.3E-4
,184632,345544,212086,18.4333,34.3715,0,8.0E-5
,187688,352480,216094,18.7239,35.06025,0,1.3E-4
,190873,359423,220117,19.0265,35.66695,0,2.8E-4
,194594,365473,224077,19.43135,36.40185,0,8.0E-5
,198323,371750,228034,19.8259,37.09875,0,0.00333
,201642,378501,232020,20.1183,37.63135,1,0.00188
,205226,384970,236009,20.5214,38.4099,1,8.0E-5
,208440,391742,239933,20.82155,39.0759,0,8.0E-5
,3296,6874,4011,0.2871,0.6328,0,8.0E-5
,6933,13287,8006,0.5967,1.1336,2,1.3E-4
,10491,19954,12012,0.9831,1.89115,0,8.0E-5
,14043,26427,15996,1.3779,2.615,2,8.0E-5
,17462,33094,19988,1.68125,3.1509,1,1.8E-4
,21183,39264,23953,2.07665,3.8633,1,8.0E-5
,24855,45564,27899,2.3698,4.38795,2,1.8E-4
,28453,51772,31889,2.7633,5.1021,1,8.0E-5
,31974,58191,35887,3.05925,5.65495,1,8.0E-5
,35118,65054,39874,3.45115,6.51965,0,8.0E-5
,38209,71881,43875,3.7506,7.17905,0,1.8E-4
,41572,78588,47881,4.0529,7.76705,0,8.0E-5
,44476,85738,51828,4.352,8.4638,0,1.8E-4
,47770,92422,55846,4.6479,9.10315,1,1.3E-4
,50924,99349,59876,4.94705,9.7415,0,1.3E-4
,54441,105672,63862,5.34795,10.52255,0,1.8E-4
,57751,112264,67919,5.6592,11.16005,1,8.0E-5
,61195,118722,71919,6.0558,11.8974,0,1.3E-4
,64503,125186,75993,6.3585,12.4884,0,8.0E-5
,67913,131736,79986,6.66325,13.09545,0,1.8E-4
,71370,138275,84025,7.0594,13.8283,0,8.0E-5
,74939,144610,88004,7.3686,14.33835,0,8.0E-5
,78420,151356,92050,7.77355,15.1143,1,1.8E-4
,81886,157823,96039,8.0761,15.6827,2,1.8E-4
,85027,164795,100060,8.4839,16.50535,0,1.3E-4
,88626,171303,104042,8.7851,17.0258,1,8.0E-5
,92118,177765,108046,9.18975,17.7834,1,1.3E-4
,95668,184286,112041,9.4865,18.3291,1,8.0E-5
,99066,190893,116073,9.88965,19.09455,1,8.0E-5
,102830,197038,120108,10.177,19.62705,0,1.3E-4
,106381,203388,124103,10.5836,20.3015,1,1.8E-4
,109699,210141,128180,10.8909,20.9058,0,8.0E-5
,113176,216502,132177,11.2903,21.6434,2,8.0E-5
,116313,223377,136196,11.5793,22.3265,0,8.0E-5
,119278,230350,140170,11.88085,23.0247,1,8.0E-5
,122852,236815,144232,12.1865,23.5434,1,8.0E-5
,126437,243161,148263,12.5783,24.31535,0,8.0E-5
,129773,249793,152230,12.8782,24.88585,1,1.8E-4
,133384,256269,156232,13.27865,25.61235,0,8.0E-5
,136887,262762,160253,13.5775,26.1484,0,0.00763
,140672,269077,164195,13.98175,26.8207,1,8.0E-5
,144102,275516,168188,14.3855,27.58655,0,1.3E-4
,147185,282347,172180,14.6768,28.2696,1,8.0E-5
,150290,289233,176163,14.9723,28.9472,0,8.0E-5
,153814,295739,180188,15.2804,29.492,1,8.0E-5
,157271,302351,184164,15.6839,30.2383,1,1.3E-4
,160761,308790,188158,15.98775,30.8115,0,1.8E-4
,164546,315015,192119,16.39565,31.48765,0,1.8E-4
,168076,321570,196083,16.79685,32.1884,1,8.0E-5
,171405,327984,200067,17.09805,32.748,0,1.3E-4
,174697,334782,204086,17.4033,33.39545,1,8.0E-5
,177876,341763,208106,17.70945,33.9923,1,1.3E-4
,181351,348256,212086,18.1137,34.7945,1,8.0E-5
,185184,354382,216094,18.5184,35.44365,1,8.0E-5
,188840,360833,220117,18.8321,35.95545,0,8.0E-5
,192088,367492,224077,19.2271,36.74435,0,8.0E-5
,195284,374388,228034,19.52145,37.38265,2,1.3E-4
,198874,380845,232020,19.82725,37.9864,1,8.8E-4
,202216,387403,236009,20.22935,38.70695,0,8.0E-5
,205977,393762,239933,20.53675,39.14705,1,8.0E-5
