C,50,50,130,150,0,R2,150,150,158,178,0,R0,178,250,680,700,3,700,3
C,50,150,2430,2450,8,R3,2450,2450,2458,2478,0,R0,2478,6150,6980,7000,3,7000,11
C,150,2450,2580,2600,1,R2,2600,2600,2608,2628,0,R1,2628,2650,2730,2750,0,2750,1
C,150,2600,5580,5600,16,R2,5600,5600,5608,5628,0,R1,5628,8150,8730,8750,4,8750,20
C,200,5600,5780,5800,1,5800,1
C,450,5800,6030,6050,2,R3,6050,6050,6058,6078,0,R1,6078,8750,10380,10400,6,10400,8
C,500,6050,6230,6250,1,R3,6250,6250,6258,6278,0,R1,6278,10400,10680,10700,1,10700,2
C,850,6250,6330,6350,0,R2,6350,6350,6358,6378,0,R0,6378,8900,9480,9500,3,9500,3
C,1250,6350,6580,6600,2,R3,6600,6600,6608,6628,0,R1,6628,10700,11280,11300,3,11300,5
C,1300,6600,6680,6700,0,R2,6700,6700,6708,6728,0,R0,6728,9500,10530,10550,6,10550,6
C,1350,6700,6830,6850,1,R2,6850,6850,6858,6878,0,R0,6878,10550,12930,12950,9,12950,10
C,1600,6850,7030,7050,1,R3,7050,7050,7058,7078,0,R1,7078,11300,13080,13100,6,13100,7
C,1850,7050,9380,9400,10,9400,10
C,1850,9400,11230,11250,8,R3,11250,11250,11258,11278,0,R1,11278,15200,17930,17950,10,17950,18
C,1850,11250,11330,11350,0,R3,11350,11350,11358,11378,0,R1,11378,17950,20130,20150,8,20150,8
C,2100,11350,11430,11450,0,11450,0
C,2150,11450,11630,11650,1,R2,11650,11650,11658,11678,0,R1,11678,20150,20530,20550,1,20550,2
C,2250,11650,11730,11750,0,R3,11750,11750,11758,11778,0,R1,11778,20550,21080,21100,2,21100,2
C,2350,11750,11980,12000,2,R3,12000,12000,12008,12028,0,R0,12028,13250,14130,14150,4,14150,6
C,2400,12000,12130,12150,1,R3,12150,12150,12158,12178,0,R0,12178,14150,14230,14250,0,14250,1
C,2550,12150,12880,12900,4,12900,4
C,2600,12900,13080,13100,1,R2,13100,13100,13108,13128,0,R1,13128,21100,22080,22100,3,22100,4
C,2600,13100,13180,13200,0,13200,0
C,2700,13200,13330,13350,1,R3,13350,13350,13358,13378,0,R0,13378,14250,14580,14600,2,14600,3
C,2900,13350,13630,13650,2,R3,13650,13650,13658,13678,0,R0,13678,14600,15030,15050,2,15050,4
C,3050,13650,13830,13850,1,R3,13850,13850,13858,13878,0,R0,13878,15050,15480,15500,1,15500,2
C,3150,13850,14030,14050,1,14050,1
C,3250,14050,14230,14250,1,R3,14250,14250,14258,14278,0,R0,14278,15500,17380,17400,10,17400,11
C,3450,14250,14430,14450,2,14450,2
C,3800,14450,14530,14550,0,14550,0
C,3900,14550,14980,15000,2,15000,2
C,4000,15000,15180,15200,1,R2,15200,15200,15208,15228,0,R1,15228,22100,23230,23250,5,23250,6
C,4100,15200,15330,15350,1,15350,1
C,4250,15350,15480,15500,1,R2,15500,15500,15508,15528,0,R1,15528,23250,23430,23450,1,23450,2
C,4500,15500,15580,15600,0,R3,15600,15600,15608,15628,0,R0,15628,17400,19980,20000,8,20000,8
C,4550,15600,15930,15950,2,15950,2
C,4600,15950,19530,19550,12,R2,19550,19550,19558,19578,0,R1,19578,28000,28580,28600,4,28600,16
C,4700,19550,19730,19750,1,R2,19750,19750,19758,19778,0,R1,19778,28600,30980,31000,10,31000,11
C,4800,19750,20980,21000,6,R2,21000,21000,21008,21028,0,R1,21028,31000,31480,31500,2,31500,8
C,4800,21000,21080,21100,0,21100,0
C,4950,21100,21180,21200,0,21200,0
